sequence_name,clade
A/swine/Iowa/A01203612/2012|A_/_H3N2|unassigned|2012-06-30|HA|4||EPI_ISL_128299,1990.4.b1
A/swine/North_Carolina/A02978894/2024|A_/_H3N2|unassigned|2024-04-24|HA|4||EPI_ISL_19159711,2010.1
"Influenza A virus (A/swine/Missouri/A02862356/2024(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Missouri|Sus scrofa|2024-03-05|PP620649.1",2010.1
A/swine/Ohio/10SW133/2010|A_/_H3N2|unassigned|2010-08-12|HA|4||EPI_ISL_133840,1990.4.a
A/swine/Iowa/A02138970/2017|A_/_H3N2|unassigned|2017-12-21|HA|4||EPI_ISL_295660,2010.1
A/swine/North_Carolina/A02135886/2017|A_/_H3N2|unassigned|2017-11-07|HA|4||EPI_ISL_296261,1990.4.a
A/swine/Minnesota/MT_12_07_1667/2012|A_/_H3N2|unassigned|2012-10-31|HA|4||EPI_ISL_271743,1990.4.b2
A/swine/Kansas/19-009921/2019|A_/_H3N2|unassigned|2019-02-21|HA|4||EPI_ISL_4083646,2010.1
A/swine/Minnesota/A01365586/2013|A_/_H3N2|unassigned|2013-10-30|HA|4||EPI_ISL_151906,1990.4.b2
A/swine/North_Carolina/004645_02859121/2025|A_/_H3N2|unassigned|2025-12-08|HA|4||EPI_ISL_20389320,2010.1
A/swine/Nebraska/A02254607/2018|A_/_H3N2|unassigned|2018-07-19|HA|4||EPI_ISL_326805,1990.4.a
A/swine/Iowa/A01202639/2011|A_/_H3N2|unassigned|2011-09-30|HA|4||EPI_ISL_124312,1990.4.a
A/swine/Colorado/A02978445/2023|A_/_H3N2|unassigned|2023-03-08|HA|4||EPI_ISL_17986907,1990.4.b1
A/swine/Oklahoma/A02858301/2025|A_/_H3N2|unassigned|2025-01-14|HA|4||EPI_ISL_19764680,2010.1
A/swine/Iowa/A02525173/2021|A_/_H3N2|unassigned|2021-02-10|HA|4||EPI_ISL_4082024,2010.1
A/swine/Minnesota/A02245564/2020|A_/_H3N2|unassigned|2020-03-24|HA|4||EPI_ISL_504152,2010.1
A/swine/Minnesota/A02248073/2021|A_/_H3N2|unassigned|2021-04-22|HA|4||EPI_ISL_4089933,2010.1
A/swine/Nebraska/A02245377/2020(H3N2)|A_/_H3N2|unassigned|2020-01-08|HA|4||EPI_ISL_503422,2010.1
A/swine/Indiana/A02751046/2022|A_/_H3N2|3C.2|2022-10-18|HA|4||EPI_ISL_16854560,2010.1
A/swine/Minnesota/A02979236/2024|A_/_H3N2|3C.2|2024-09-06|HA|4||EPI_ISL_19483715,2010.1
"Influenza A virus (A/swine/North Carolina/A01555533/2015(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: North Carolina|Sus scrofa|2015-02-03|KP901324.1",1990.4.a
A/swine/Minnesota/A02636078/2021|A_/_H3N2|unassigned|2021-08-25|HA|4||EPI_ISL_6781668,2010.1
A/swine/Iowa/A02215195/2017|A_/_H3N2|unassigned|2017-04-28|HA|4||EPI_ISL_272847,1990.4.b2
A/swine/Minnesota/A01240557/2011|A_/_H3N2|unassigned|2011-12-13|HA|4||EPI_ISL_117504,1990.4.f
A/swine/Ohio/9753/2007|A_/_H3N2|unassigned|2007-06-01|HA|4||EPI_ISL_142717,1990.4
A/swine/Arkansas/A01678590/2018|A_/_H3N2|3C.2a1|2018-10-17|HA|4||EPI_ISL_379254,2010.2
A/swine/Iowa/A01668924/2016|A_/_H3N2|unassigned|2016-11-30|HA|4||EPI_ISL_252801,2010.1
"Influenza A virus (A/swine/USA/A018123424_HA/2024(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa|2024-03-06|PP748589.1",2010.1
A/swine/Iowa/A02751036/2022|A_/_H3N2|3C.2|2022-10-14|HA|4||EPI_ISL_16854616,2010.1
A/swine/Indiana/A02858826/2025|A_/_H3N2|unassigned|2025-09-11|HA|4||EPI_ISL_20196503,2010.1
A/swine/Illinois/100551/2019|A_/_H3|3C.3a|2019-01-23|HA|4||EPI_ISL_19278448,1990.1
A/swine/Iowa/083992_02858767/2025|A_/_H3N2|unassigned|2025-08-12|HA|4||EPI_ISL_20170552,2010.1
A/swine/Texas/A01104013/2012|A_/_H3N2|unassigned|2012-02-15|HA|4||EPI_ISL_124250,1990.4.a
A/swine/South_Dakota/A02858465/2025|A_/_H3N2|unassigned|2025-03-20|HA|4||EPI_ISL_19824142,1990.4.i
A/swine/Indiana/A01049744/2011|A_/_H3N2|unassigned|2011-03-23|HA|4||EPI_ISL_97119,1990.4.a
A/swine/Ohio/OH-25591/2021|A_/_H3N2|unassigned|2021-11-02|HA|4||EPI_ISL_17471893,1990.4.a
A/swine/Indiana/A01076191/2010|A_/_H3N2|unassigned|2010-02-07|HA|4||EPI_ISL_104802,1990.4
A/swine/Indiana/14TOSU3013/2014|A_/_H3N2|unassigned|2014-01-01|HA|4||EPI_ISL_200887,1990.4.b1
A/swine/Iowa/A02751065/2022|A_/_H3N2|unassigned|2022-10-20|HA|4||EPI_ISL_16854566,2010.1
A/swine/Iowa/A02135705/2017|A_/_H3N2|unassigned|2017-11-06|HA|4||EPI_ISL_297074,2010.1
A/swine/Minnesota/A02245736/2020|A_/_H3N2|unassigned|2020-10-08|HA|4||EPI_ISL_697741,1990.4.a
"Influenza A virus (A/swine/Texas/A01785781/2018(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Texas|Sus scrofa|2018-12-05|MK388528.1",2010.1
A/swine/North_Carolina/A02216061/2017|A_/_H3N2|unassigned|2017-05-22|HA|4||EPI_ISL_274193,2010.1
A/swine/Illinois/101863/2015|A_/_H3|3C.3a|2015-10-14|HA|4||EPI_ISL_19279156,1990.4.a
A/swine/North_Carolina/A01410511/2014|A_/_H3N2|unassigned|2014-03-01|HA|4||EPI_ISL_162320,1990.4.a
A/swine/Ohio/OH20-25292/2020|A_/_H3N2|3C.3a|2020-12-01|HA|4||EPI_ISL_17373121,1990.4.a
A/swine/Minnesota/A02245709/2020|A_/_H3N2|unassigned|2020-09-03|HA|4||EPI_ISL_707323,1990.4.a
A/swine/Minnesota/A02751160/2022|A_/_H3N2|3C.3a|2022-11-01|HA|4||EPI_ISL_16925085,2010.1
A/swine/Iowa/071803_A02862747/2024|A_/_H3N2|unassigned|2024-07-10|HA|4||EPI_ISL_19367469,2010.1
A/swine/Illinois/101670/2021|A_/_H3|3C.3a|2021-12-22|HA|4||EPI_ISL_19277958,1990.4.a
A/swine/North_Carolina/A02863225/2024|A_/_H3N2|unassigned|2024-12-12|HA|4||EPI_ISL_19678840,2010.1
A/swine/Indiana/A02525383/2021|A_/_H3N2|unassigned|2021-04-13|HA|4||EPI_ISL_4083579,1990.4.a
A/swine/Indiana/A02478890/2019|A_/_H3N2|unassigned|2019-11-19|HA|4||EPI_ISL_503966,1990.4.a
A/swine/Ohio/OH-18-7450/2018|A_/_H3N2|unassigned|2018-04-02|HA|4||EPI_ISL_311323,1990.4.a
A/swine/North_Carolina/A01476177/2014|A_/_H3N2|unassigned|2014-08-01|HA|4||EPI_ISL_166578,1990.4.a
A/swine/North_Carolina/A01785585/2018|A_/_H3N2|unassigned|2018-07-23|HA|4||EPI_ISL_327456,2010.1
A/swine/Minnesota/A01785363/2017|A_/_H3N2|unassigned|2017-11-24|HA|4||EPI_ISL_297147,2010.1
A/swine/Kentucky/25TOSU2321/2025|A_/_H3N2|unassigned|2025-07-01|HA|4||EPI_ISL_20191246,2010.1
A/swine/North_Carolina/A02635904/2021|A_/_H3N2|unassigned|2021-06-22|HA|4||EPI_ISL_4084583,1990.4.a
A/swine/North_Carolina/A01785340/2017|A_/_H3N2|unassigned|2017-11-02|HA|4||EPI_ISL_296247,2010.1
A/swine/Ohio/A02524675/2020|A_/_H3N2|unassigned|2020-09-28|HA|4||EPI_ISL_697654,1990.4.a
A/swine/North_Carolina/A02862862/2024|A_/_H3N2|unassigned|2024-09-10|HA|4||EPI_ISL_19451749,1990.4.a
A/swine/Iowa/A02524696/2020|A_/_H3N2|unassigned|2020-10-05|HA|4||EPI_ISL_697707,1990.4.a
A/swine/Illinois/101132/2008|A_/_H3|3C.2|2008-11-06|HA|4||EPI_ISL_19279494,1990.4
A/swine/Minnesota/A02980758/2025|A_/_H3N2|unassigned|2025-11-26|HA|4||EPI_ISL_20348207,1990.4.a
A/swine/Ohio/15895/2019|A_/_H3N2|3C.3a1|2019-07-15|HA|4||EPI_ISL_17204295,Other-Human-2010
A/swine/South_Dakota/A01481928/2014|A_/_H3N2|unassigned|2014-06-25|HA|4||EPI_ISL_165237,1990.4.a
A/swine/Indiana/13TOSU4563/2013|A_/_H3N2|unassigned|2013-08-31|HA|4||EPI_ISL_168315,1990.4.a
A/swine/Indiana/13TOSU1122/2013|A_/_H3N2|unassigned|2013-07-25|HA|4||EPI_ISL_150110,1990.4.a
A/swine/Missouri/101885/2015|A_/_H3|3C.2|2015-03-26|HA|4||EPI_ISL_19279228,2010.1
A/swine/Iowa/A01782999/2016|A_/_H3N2|unassigned|2016-10-28|HA|4||EPI_ISL_245567,1990.4.i
"Influenza A virus (A/swine/North Carolina/A02269776/2018(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: North Carolina|Sus scrofa|2018-11-13|MK266780.1",2010.1
A/swine/North_Carolina/A01785846/2019|A_/_H3N2|unassigned|2019-01-10|HA|4||EPI_ISL_373519,2010.1
A/swine/Pennsylvania/A02751233/2022|A_/_H3N2|unassigned|2022-11-17|HA|4||EPI_ISL_16840769,2010.1
A/swine/Illinois/A01411761/2014|A_/_H3N2|unassigned|2014-04-01|HA|4||EPI_ISL_162892,1990.4.a
A/swine/Oklahoma/A02245760/2020|A_/_H3N2|unassigned|2020-10-23|HA|4||EPI_ISL_4081674,2010.1
A/swine/Iowa/ISU-A02862089/2023|A_/_H3N2|unassigned|2023-11-29|HA|4||EPI_ISL_18737869,2010.1
A/swine/Missouri/A02636364/2022|A_/_H3N2|unassigned|2022-01-06|HA|4||EPI_ISL_14775410,2010.1
A/swine/Missouri/A01785484/2018|A_/_H3N2|unassigned|2018-03-26|HA|4||EPI_ISL_311222,2010.1
A/swine/Iowa/100822/2018|A_/_H3|3C.2|2018-02-08|HA|4||EPI_ISL_19278636,2010.1
A/swine/Minnesota/A02524704/2020|A_/_H3N2|unassigned|2020-10-06|HA|4||EPI_ISL_697708,1990.4.a
A/swine/Iowa/101669/2022|A_/_H3|3C.3a|2022-01-03|HA|4||EPI_ISL_19277956,1990.4.a
A/swine/Iowa/A02858364/2025|A_/_H3N2|unassigned|2025-02-10|HA|4||EPI_ISL_19768885,2010.1
A/swine/Nebraska/A01399268/2013|A_/_H3N2|unassigned|2013-08-09|HA|4||EPI_ISL_149673,1990.4.f
A/swine/Nebraska/A02254616/2018|A_/_H3N2|unassigned|2018-07-25|HA|4||EPI_ISL_326808,1990.4.a
A/swine/Oklahoma/A02479098/2020|A_/_H3N2|unassigned|2020-02-04|HA|4||EPI_ISL_503910,2010.1
A/swine/Indiana/24TOSU2833/2024|A_/_H3N2|3C.3a|2024-07-18|HA|4||EPI_ISL_19815571,1990.4.a
A/swine/Kansas/11-109700/2011|A_/_H3N2|unassigned|2011-04-02|HA|4||EPI_ISL_100251,1990.4.f
A/swine/Illinois/100739/2021|A_/_H3|3C.3a|2021-01-14|HA|4||EPI_ISL_19278072,1990.4.a
A/swine/Iowa/A02025409/2015|A_/_H3N2|unassigned|2015-07-28|HA|4||EPI_ISL_198362,1990.4.b2
A/swine/Missouri/A01782797/2016|A_/_H3N2|unassigned|2016-10-24|HA|4||EPI_ISL_245323,2010.1
"Influenza A virus (A/swine/Iowa/A02861349/2023(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Iowa|Sus scrofa|2023-03-29|OQ954406.1",2010.1
A/swine/Iowa/ISU-A02861705/2023|A_/_H3N2|3C.2|2023-08-08|HA|4||EPI_ISL_18228679,2010.1
A/swine/Illinois/101591/2023|A_/_H3|3C.2|2023-04-24|HA|4||EPI_ISL_19277701,2010.1
A/swine/USA/19/2018|A_/_H3N2|3C.2a1|2018-03-23|HA|4||EPI_ISL_505852,2010.2
A/swine/Iowa/A02524850/2020|A_/_H3N2|unassigned|2020-10-28|HA|4||EPI_ISL_4081693,2010.1
A/swine/Iowa/ISU-A02861919/2023|A_/_H3N2|3C.2|2023-10-17|HA|4||EPI_ISL_18758270,2010.1
A/swine/Minnesota/A02246902/2021|A_/_H3N2|unassigned|2021-12-15|HA|4||EPI_ISL_14769981,2010.1
A/swine/Nebraska/A02524731/2020|A_/_H3N2|unassigned|2020-10-13|HA|4||EPI_ISL_697769,2010.1
A/swine/Illinois/A01057087/2010|A_/_H3N2|unassigned|2010-04-28|HA|4||EPI_ISL_87554,1990.4
A/swine/Illinois/A01427136/2013|A_/_H3N2|unassigned|2013-11-04|HA|4||EPI_ISL_154555,1990.4.a
A/swine/Iowa/A02858530/2025|A_/_H3N2|unassigned|2025-04-16|HA|4||EPI_ISL_19870993,2010.1
A/swine/Texas/13TOSU0060/2013|A_/_H3N2|unassigned|2013-02-28|HA|4||EPI_ISL_168320,1990.4.a
A/swine/Iowa/A02862541/2024|A_/_H3N2|3C.2|2024-04-08|HA|4||EPI_ISL_19139962,2010.1
A/swine/Missouri/100756/2021|A_/_H3|unassigned|2021-03-12|HA|4||EPI_ISL_19278053,2010.1
A/swine/Illinois/A02524655/2020|A_/_H3N2|unassigned|2020-09-22|HA|4||EPI_ISL_697524,1990.4.a
A/swine/Indiana/A01812022/2015|A_/_H3N2|unassigned|2015-10-12|HA|4||EPI_ISL_206373,1990.4.b2
A/swine/Kansas/A02858535/2025|A_/_H3N2|unassigned|2025-04-16|HA|4||EPI_ISL_19870991,2010.1
A/swine/Minnesota/A01134337/2010|A_/_H3N2|unassigned|2010-11-17|HA|4||EPI_ISL_116233,1990.4.a
A/swine/North_Carolina/A01782800/2016|A_/_H3N2|unassigned|2016-10-27|HA|4||EPI_ISL_245328,1990.4.a
"Influenza A virus (A/swine/Iowa/23TOSU4101/2023(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa scrofa|2023-08-15|PP445392.1",2010.1
A/swine/Iowa/A02750612/2022|A_/_H3N2|unassigned|2022-05-19|HA|4||EPI_ISL_14224641,2010.1
A/swine/South_Dakota/004522_02859010/2025|A_/_H3N2|unassigned|2025-10-21|HA|4||EPI_ISL_20389477,2010.1
A/swine/Illinois/A01290614/2013|A_/_H3N2|unassigned|2013-10-01|HA|4||EPI_ISL_150670,1990.4.c
A/swine/North_Carolina/A01840322/2015|A_/_H3N2|unassigned|2015-01-09|HA|4||EPI_ISL_173661,1990.4.a
A/swine/Iowa/ISU-A02862194/2023|A_/_H3N2|unassigned|2023-12-29|HA|4||EPI_ISL_18847079,1990.4
A/swine/Michigan/A01432375/2013|A_/_H3N2|unassigned|2013-01-03|HA|4||EPI_ISL_136563,1990.4.c
A/swine/Iowa/101109/2008|A_/_H3|3C.2|2008-06-11|HA|4||EPI_ISL_19279515,1990.4
A/swine/Kansas/A01378040/2018|A_/_H3N2|unassigned|2018-04-16|HA|4||EPI_ISL_329618,1990.4.a
A/swine/Utah/A02478591/2019|A_/_H3N2|unassigned|2019-07-12|HA|4||EPI_ISL_388626,2010.1
A/swine/Iowa/A02862653/2024|A_/_H3N2|3C.2|2024-07-25|HA|4||EPI_ISL_19301239,2010.1
A/swine/Minnesota/A01394278/2013|A_/_H3N2|unassigned|2013-09-19|HA|4||EPI_ISL_150651,1990.4.a
A/swine/North_Carolina/104689_02858891/2025|A_/_H3N2|unassigned|2025-10-03|HA|4||EPI_ISL_20247447,2010.1
A/swine/Iowa/13E045/2013|A_/_H3N2|unassigned|2013-05-29|HA|4||EPI_ISL_151996,1990.4.a
A/swine/Minnesota/A02751275/2022|A_/_H3N2|unassigned|2022-11-18|HA|4||EPI_ISL_16840830,2010.1
A/swine/Iowa/A02750729/2022|A_/_H3N2|unassigned|2022-07-19|HA|4||EPI_ISL_14937222,2010.1
A/swine/Ohio/12TOSU325/2012|A_/_H3N2|unassigned|2012-08-03|HA|4||EPI_ISL_139859,1990.4.a
A/swine/Nebraska/A01116984/2011|A_/_H3N2|unassigned|2011-11-03|HA|4||EPI_ISL_124472,1990.4.f
A/swine/Indiana/A02431993/2019|A_/_H3N2|unassigned|2019-04-01|HA|4||EPI_ISL_366312,2010.1
A/swine/Kansas/2015-29/2015|A_/_H3N2|unassigned|2015-12-20|HA|4||EPI_ISL_4083642,1990.4.a
A/swine/Illinois/101835/2015|A_/_H3|unassigned|2015-12-11|HA|4||EPI_ISL_19279022,1990.4.a
"Influenza A virus (A/swine/Iowa/20TOSU2235/2020(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa scrofa|2020-07-10|OP654984.1",1990.4.a
A/swine/Oklahoma/A02525142/2021|A_/_H3N2|unassigned|2021-02-02|HA|4||EPI_ISL_4082017,2010.1
A/swine/Iowa/A02862321/2024|A_/_H3N2|3C.2|2024-02-23|HA|4||EPI_ISL_19219648,2010.1
A/swine/Iowa/A02858563/2025|A_/_H3N2|unassigned|2025-04-23|HA|4||EPI_ISL_19884998,2010.1
A/swine/Indiana/A01432300/2013|A_/_H3N2|unassigned|2013-01-01|HA|4||EPI_ISL_136568,1990.4.a
A/swine/North_Carolina/A02140665/2018|A_/_H3N2|unassigned|2018-01-11|HA|4||EPI_ISL_299539,2010.1
A/swine/Ohio/OH21-3206/2021|A_/_H3N2|3C.3a|2021-02-18|HA|4||EPI_ISL_17760627,1990.4.a
A/swine/Indiana/13TOSU5095/2013|A_/_H3N2|unassigned|2013-08-31|HA|4||EPI_ISL_168340,1990.4.a
A/swine/South_Dakota/A01483717/2014|A_/_H3N2|unassigned|2014-11-06|HA|4||EPI_ISL_170821,1990.4.d
A/swine/Nebraska/A02271062/2018|A_/_H3N2|unassigned|2018-11-30|HA|4||EPI_ISL_376395,2010.1
A/swine/Iowa/A02750722/2022|A_/_H3N2|unassigned|2022-07-14|HA|4||EPI_ISL_14937221,1990.4.a
"Influenza A virus (A/swine/Minnesota/A02979342/2024(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa|2024-11-14|PQ851393.1",2010.1
A/swine/Iowa/A02858641/2025|A_/_H3N2|unassigned|2025-05-20|HA|4||EPI_ISL_19918017,2010.1
A/swine/North_Carolina/A02525368/2021|A_/_H3N2|unassigned|2021-04-13|HA|4||EPI_ISL_4083568,1990.4.a
A/swine/Illinois/A01489874/2014|A_/_H3N2|unassigned|2014-11-11|HA|4||EPI_ISL_177601,1990.4.a
A/swine/Illinois/A01502060/2014|A_/_H3N2|unassigned|2014-06-18|HA|4||EPI_ISL_165242,1990.4.a
A/swine/Iowa/A02861422/2023|A_/_H3N2|3C.2|2023-04-24|HA|4||EPI_ISL_17805966,2010.1
A/swine/Minnesota/A02245582/2020|A_/_H3N2|unassigned|2020-04-07|HA|4||EPI_ISL_504166,2010.1
A/swine/North_Carolina/USDA-A02978586/2023|A_/_H3N2|unassigned|2023-10-26|HA|4||EPI_ISL_18759455,2010.1
A/swine/Minnesota/A01941676/2015|A_/_H3N2|unassigned|2015-12-30|HA|4||EPI_ISL_212194,2010.1
A/swine/Ohio/10SW204/2010|A_/_H3N2|unassigned|2010-08-24|HA|4||EPI_ISL_133849,1990.4.a
A/swine/Florida/A01104089/2015|A_/_H3N2|unassigned|2015-11-17|HA|4||EPI_ISL_256258,1990.4.a
A/swine/Nebraska/A02862720/2024|A_/_H3N2|unassigned|2024-06-27|HA|4||EPI_ISL_19311119,2010.1
A/swine/Iowa/21TOSU0726/2021|A_/_H3N2|3C.2|2021-05-27|HA|4||EPI_ISL_18005793,2010.1
A/swine/North_Carolina/A02140660/2018|A_/_H3N2|unassigned|2018-01-11|HA|4||EPI_ISL_299523,2010.1
A/swine/Illinois/ISU-A02862083/2023|A_/_H3N2|unassigned|2023-11-28|HA|4||EPI_ISL_18701679,2010.1
A/swine/Iowa/MT_12_07_3840/2012|A_/_H3N2|unassigned|2012-07-09|HA|4||EPI_ISL_271049,1990.4.f
A/swine/Iowa/A02858528/2025|A_/_H3N2|unassigned|2025-04-15|HA|4||EPI_ISL_19870989,1990.4.i
A/swine/Illinois/100247/2017|A_/_H3|unassigned|2017-01-19|HA|4||EPI_ISL_19278887,1990.4.a
A/swine/Minnesota/A01328452/2012|A_/_H3N2|unassigned|2012-04-12|HA|4||EPI_ISL_130048,1990.4.b1
A/swine/North_Carolina/A02024129/2015|A_/_H3N2|unassigned|2015-05-20|HA|4||EPI_ISL_191493,1990.4.a
A/swine/Ohio/11SW208/2011|A_/_H3N2|unassigned|2011-08-31|HA|4||EPI_ISL_143871,1990.4.a
A/swine/Iowa/A01203571/2012|A_/_H3N2|unassigned|2012-05-31|HA|4||EPI_ISL_124212,1990.4.b2
A/swine/Iowa/ISU-A02861812/2023|A_/_H3N2|unassigned|2023-09-22|HA|4||EPI_ISL_18699090,2010.1
A/swine/Illinois/A01795739/2015|A_/_H3N2|unassigned|2015-11-02|HA|4||EPI_ISL_205035,2010.1
A/swine/Nebraska/A01271548/2012|A_/_H3N2|unassigned|2012-10-29|HA|4||EPI_ISL_133004,1990.4.f
A/swine/Missouri/A02635824/2021|A_/_H3N2|unassigned|2021-05-11|HA|4||EPI_ISL_4083697,1990.4.a
A/swine/Iowa/A01432731/2013|A_/_H3N2|unassigned|2013-05-01|HA|4||EPI_ISL_143208,1990.4.b1
A/swine/Ohio/24-28989-1/2024|A_/_H3N2|unassigned|2024-10-26|HA|4||EPI_ISL_20187734,2010.1
A/swine/Ohio/OH-11021/2021|A_/_H3N2|3C.3a|2021-05-10|HA|4||EPI_ISL_17471798,1990.4.a
A/swine/Ohio/A02751099/2022|A_/_H3N2|3C.2|2022-10-25|HA|4||EPI_ISL_16854582,2010.1
"Influenza A virus (A/swine/Iowa/A01475456/2014(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Iowa|Sus scrofa|2014-05|KJ941371.1",1990.4.a
A/swine/Iowa/A01476697/2014|A_/_H3N1|unassigned|2014-10-13|HA|4||EPI_ISL_171021,2010.1
A/swine/North_Carolina/A02861306/2023|A_/_H3N2|unassigned|2023-03-21|HA|4||EPI_ISL_17559516,1990.4.a
A/swine/Ohio/A02685087/2022|A_/_H3N2|unassigned|2022-12-13|HA|4||EPI_ISL_17806004,2010.2
A/swine/Illinois/A01502079/2014|A_/_H3N2|unassigned|2014-06-18|HA|4||EPI_ISL_165244,1990.4.a
A/swine/Iowa/A02139351/2018|A_/_H3N2|unassigned|2018-01-03|HA|4||EPI_ISL_298618,1990.1
A/swine/Missouri/A02524996/2020|A_/_H3N2|unassigned|2020-12-17|HA|4||EPI_ISL_4081882,2010.1
A/swine/Ohio/579-6/2019|A_/_H3N2|3C.2|2019-01-11|HA|4||EPI_ISL_17204308,2010.1
A/swine/Iowa/A02478557/2019|A_/_H3N2|unassigned|2019-06-18|HA|4||EPI_ISL_372907,2010.1
A/swine/Illinois/21TOSU2153/2021|A_/_H3N2|unassigned|2021-06-25|HA|4||EPI_ISL_14872795,2010.1
A/swine/Missouri/A01822838/2015|A_/_H3N2|unassigned|2015-06-11|HA|4||EPI_ISL_195313,2010.1
A/swine/Missouri/A02861839/2023|A_/_H3N2|unassigned|2023-09-26|HA|4||EPI_ISL_18699111,2010.1
"Influenza A virus (A/swine/Iowa/A02636024/2021(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Iowa|Sus scrofa|2021-08-04|OK064042.1",2010.1
A/swine/Missouri/100675/2020|A_/_H3|unassigned|2020-04-09|HA|4||EPI_ISL_19278169,2010.1
A/swine/Iowa/A02979258/2024|A_/_H3N2|3C.2|2024-09-24|HA|4||EPI_ISL_19556763,2010.1
A/swine/South_Dakota/A02861603/2023|A_/_H3N2|unassigned|2023-06-21|HA|4||EPI_ISL_18042979,2010.1
A/swine/Iowa/101732/2018|A_/_H3|3C.2a1|2018-11-05|HA|4||EPI_ISL_19278500,2010.2
A/swine/Nebraska/A01678580/2018|A_/_H3N2|unassigned|2018-08-24|HA|4||EPI_ISL_381343,1990.4.a
A/swine/Texas/A01785299/2017|A_/_H3N2|unassigned|2017-09-25|HA|4||EPI_ISL_284679,1990.4.a
A/swine/Illinois/A01409735/2014|A_/_H3N2|unassigned|2014-01-01|HA|4||EPI_ISL_155780,1990.4.a
A/swine/Iowa/A02636187/2021|A_/_H3N2|unassigned|2021-09-23|HA|4||EPI_ISL_6795355,1990.4.a
A/swine/North_Carolina/A02478615/2019|A_/_H3N2|unassigned|2019-08-13|HA|4||EPI_ISL_393492,2010.1
A/swine/Iowa/A01470314/2015|A_/_H3N2|unassigned|2015-03-09|HA|4||EPI_ISL_177920,1990.4.b1
"Influenza A virus (A/swine/Arkansas/A01678589/2018(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Arkansas|Sus scrofa|2018-10-12|MK106025.1",2010.2
A/swine/Oklahoma/A02710704/2022|A_/_H3N2|unassigned|2022-06-08|HA|4||EPI_ISL_14937256,2010.1
"Influenza A virus (A/swine/Ohio/22TOSU0642/2022(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa scrofa|2022-05-14|OP871169.1",2010.1
A/swine/Ohio/12TOSU52/2012|A_/_H3N2|unassigned|2012-06-22|HA|4||EPI_ISL_140919,1990.4.a
A/swine/Indiana/A01260254/2013|A_/_H3N2|unassigned|2013-03-20|HA|4||EPI_ISL_143503,1990.4.a
A/swine/North_Carolina/01216/2006|A_/_H3N2|unassigned|2006-08-16|HA|4||EPI_ISL_151290,1990.4
A/swine/Iowa/101070/2007|A_/_H3|unassigned|2007-03-23|HA|4||EPI_ISL_19279551,1990.4
A/swine/North_Carolina/A02858776/2025|A_/_H3N2|unassigned|2025-08-19|HA|4||EPI_ISL_20170551,2010.1
A/swine/North_Carolina/A01857097/2015|A_/_H3N2|unassigned|2015-09-02|HA|4||EPI_ISL_200977,1990.4.a
A/swine/Kansas/A02978504/2023|A_/_H3N2|unassigned|2023-05-05|HA|4||EPI_ISL_17809148,2010.1
A/swine/Iowa/A02478507/2019|A_/_H3N2|unassigned|2019-05-24|HA|4||EPI_ISL_369155,2010.1
A/swine/Ohio/13TOSU0726/2013|A_/_H3N2|unassigned|2013-07-31|HA|4||EPI_ISL_168312,1990.4.a
A/swine/Illinois/082317_02858758/2025|A_/_H3N2|unassigned|2025-08-07|HA|4||EPI_ISL_20153152,1990.4.a
A/swine/Kentucky/16TOSU5910/2016|A_/_H3N2|unassigned|2016-11-01|HA|4||EPI_ISL_280242,2010.1
A/swine/Illinois/A01076709/2010|A_/_H3N2|unassigned|2010-11-01|HA|4||EPI_ISL_124338,1990.4
A/swine/Iowa/A02169065/2018|A_/_H3N2|unassigned|2018-05-23|HA|4||EPI_ISL_328474,2010.1
A/swine/Missouri/100797/2021|A_/_H3|3C.3a|2021-12-15|HA|4||EPI_ISL_19277972,1990.4.a
A/swine/Iowa/ISU-A02862209/2024|A_/_H3N2|3C.3a|2024-01-05|HA|4||EPI_ISL_18921653,1990.4.a
A/swine/North_Carolina/A02076180/2015|A_/_H3N2|unassigned|2015-04-08|HA|4||EPI_ISL_188929,1990.4.a
