"sequence_name","clade","name_cleaned","location","date"
"A/swine/Illinois/A01475273/2014|A_/_H3N2|unassigned|2014-04-01|HA|4|EPI_ISL_162313","1990.4.a","A/swine/Illinois/A01475273/2014|A_/_H3N2|1990.4.a|2014-04-01|HA|4|EPI_ISL_162313","Illinois","2014-04-01"
"A/swine/Illinois/A01475279/2014|A_/_H3N2|unassigned|2014-04-01|HA|4|EPI_ISL_162316","unassigned","A/swine/Illinois/A01475279/2014|A_/_H3N2|unassigned|2014-04-01|HA|4|EPI_ISL_162316","Illinois","2014-04-01"
"A/swine/Illinois/A01536186/2014|A_/_H3N2|unassigned|2014-03-14|HA|4|EPI_ISL_162914","1990.4.a","A/swine/Illinois/A01536186/2014|A_/_H3N2|1990.4.a|2014-03-14|HA|4|EPI_ISL_162914","Illinois","2014-03-14"
"A/swine/Illinois/A01502079/2014|A_/_H3N2|unassigned|2014-06-18|HA|4|EPI_ISL_165244","1990.4.a","A/swine/Illinois/A01502079/2014|A_/_H3N2|1990.4.a|2014-06-18|HA|4|EPI_ISL_165244","Illinois","2014-06-18"
"A/swine/Illinois/A01536474/2014|A_/_H3N2|unassigned|2014-04-07|HA|4|EPI_ISL_162912","1990.4.a","A/swine/Illinois/A01536474/2014|A_/_H3N2|1990.4.a|2014-04-07|HA|4|EPI_ISL_162912","Illinois","2014-04-07"
"A/swine/Illinois/1B-0614-P23/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_16705686","1990.4.a","A/swine/Illinois/1B-0614-P23/2014|A_/_H3N2|1990.4.a|2014-01-01|HA|4|EPI_ISL_16705686","Illinois","2014-01-01"
"A/swine/Illinois/1B-0614-P23/2014|A_/_H3N2|3C.3a|2014-02-01|HA|4|EPI_ISL_16891325","unassigned","A/swine/Illinois/1B-0614-P23/2014|A_/_H3N2|3C.3a|2014-02-01|HA|4|EPI_ISL_16891325","Illinois","2014-02-01"
"A/swine/Illinois/A01462644/2015|A_/_H3N2|unassigned|2015-01-29|HA|4|EPI_ISL_177877","1990.4.a","A/swine/Illinois/A01462644/2015|A_/_H3N2|1990.4.a|2015-01-29|HA|4|EPI_ISL_177877","Illinois","2015-01-29"
"A/swine/Illinois/A01462663/2015|A_/_H3N2|unassigned|2015-02-02|HA|4|EPI_ISL_177880","1990.4.a","A/swine/Illinois/A01462663/2015|A_/_H3N2|1990.4.a|2015-02-02|HA|4|EPI_ISL_177880","Illinois","2015-02-02"
"A/swine/Illinois/A01489869/2014|A_/_H3N2|unassigned|2014-08-27|HA|4|EPI_ISL_177589","1990.4.a","A/swine/Illinois/A01489869/2014|A_/_H3N2|1990.4.a|2014-08-27|HA|4|EPI_ISL_177589","Illinois","2014-08-27"
"A/swine/Iowa/A01840866/2015|A_/_H3N2|unassigned|2015-02-25|HA|4|EPI_ISL_177942","1990.4.a","A/swine/Iowa/A01840866/2015|A_/_H3N2|1990.4.a|2015-02-25|HA|4|EPI_ISL_177942","Iowa","2015-02-25"
"A/swine/Illinois/A01820128/2015|A_/_H3N2|unassigned|2015-03-20|HA|4|EPI_ISL_179574","1990.4.a","A/swine/Illinois/A01820128/2015|A_/_H3N2|1990.4.a|2015-03-20|HA|4|EPI_ISL_179574","Illinois","2015-03-20"
"A/swine/Illinois/A01847805/2015|A_/_H3N2|unassigned|2015-04-24|HA|4|EPI_ISL_188955","1990.4.a","A/swine/Illinois/A01847805/2015|A_/_H3N2|1990.4.a|2015-04-24|HA|4|EPI_ISL_188955","Illinois","2015-04-24"
"A/swine/Illinois/A01555050/2014|A_/_H3N2|unassigned|2014-11-21|HA|4|EPI_ISL_174313","1990.4.a","A/swine/Illinois/A01555050/2014|A_/_H3N2|1990.4.a|2014-11-21|HA|4|EPI_ISL_174313","Illinois","2014-11-21"
"A/swine/Illinois/A01841768/2015|A_/_H3N2|unassigned|2015-03-26|HA|4|EPI_ISL_179605","1990.4.a","A/swine/Illinois/A01841768/2015|A_/_H3N2|1990.4.a|2015-03-26|HA|4|EPI_ISL_179605","Illinois","2015-03-26"
"A/swine/Illinois/A02024070/2015|A_/_H3N2|unassigned|2015-05-15|HA|4|EPI_ISL_191505","1990.4.a","A/swine/Illinois/A02024070/2015|A_/_H3N2|1990.4.a|2015-05-15|HA|4|EPI_ISL_191505","Illinois","2015-05-15"
"A/swine/Illinois/A01503899/2014|A_/_H3N2|unassigned|2014-08-27|HA|4|EPI_ISL_167154","1990.4.a","A/swine/Illinois/A01503899/2014|A_/_H3N2|1990.4.a|2014-08-27|HA|4|EPI_ISL_167154","Illinois","2014-08-27"
"A/swine/Illinois/A01727602/2015|A_/_H3N2|unassigned|2015-12-11|HA|4|EPI_ISL_209370","1990.4.a","A/swine/Illinois/A01727602/2015|A_/_H3N2|1990.4.a|2015-12-11|HA|4|EPI_ISL_209370","Illinois","2015-12-11"
"A/swine/Illinois/A01727532/2015|A_/_H3N2|unassigned|2015-12-10|HA|4|EPI_ISL_209378","unassigned","A/swine/Illinois/A01727532/2015|A_/_H3N2|unassigned|2015-12-10|HA|4|EPI_ISL_209378","Illinois","2015-12-10"
"A/swine/Iowa/A01728784/2016|A_/_H3N2|unassigned|2016-01-04|HA|4|EPI_ISL_211823","1990.4.a","A/swine/Iowa/A01728784/2016|A_/_H3N2|1990.4.a|2016-01-04|HA|4|EPI_ISL_211823","Iowa","2016-01-04"
"A/swine/Illinois/A01945691/2015|A_/_H3N2|unassigned|2015-10-19|HA|4|EPI_ISL_203111","1990.4.a","A/swine/Illinois/A01945691/2015|A_/_H3N2|1990.4.a|2015-10-19|HA|4|EPI_ISL_203111","Illinois","2015-10-19"
"A/swine/Illinois/A01728293/2015|A_/_H3N2|unassigned|2015-12-22|HA|4|EPI_ISL_211815","1990.4.a","A/swine/Illinois/A01728293/2015|A_/_H3N2|1990.4.a|2015-12-22|HA|4|EPI_ISL_211815","Illinois","2015-12-22"
"A/swine/Missouri/A01775853/2016|A_/_H3N2|unassigned|2016-05-24|HA|4|EPI_ISL_230187","1990.4.a","A/swine/Missouri/A01775853/2016|A_/_H3N2|1990.4.a|2016-05-24|HA|4|EPI_ISL_230187","Missouri","2016-05-24"
"A/swine/Iowa/A02025916/2015|A_/_H3N2|unassigned|2015-09-08|HA|4|EPI_ISL_201419","1990.4.a","A/swine/Iowa/A02025916/2015|A_/_H3N2|1990.4.a|2015-09-08|HA|4|EPI_ISL_201419","Iowa","2015-09-08"
"A/swine/Illinois/A01840991/2015|A_/_H3N2|unassigned|2015-03-11|HA|4|EPI_ISL_181109","1990.4.a","A/swine/Illinois/A01840991/2015|A_/_H3N2|1990.4.a|2015-03-11|HA|4|EPI_ISL_181109","Illinois","2015-03-11"
"A/swine/Illinois/A01489882/2015|A_/_H3N2|unassigned|2015-01-27|HA|4|EPI_ISL_177590","1990.4.a","A/swine/Illinois/A01489882/2015|A_/_H3N2|1990.4.a|2015-01-27|HA|4|EPI_ISL_177590","Illinois","2015-01-27"
"A/swine/Illinois/A02090639/2015|A_/_H3N2|unassigned|2015-08-26|HA|4|EPI_ISL_201838","1990.4.a","A/swine/Illinois/A02090639/2015|A_/_H3N2|1990.4.a|2015-08-26|HA|4|EPI_ISL_201838","Illinois","2015-08-26"
"A/swine/Ilinois/A02090306/2015|A_/_H3N2|unassigned|2015-07-21|HA|4|EPI_ISL_198208","1990.4.a","A/swine/Illinois/A02090306/2015|A_/_H3N2|1990.4.a|2015-07-21|HA|4|EPI_ISL_198208","Illinois","2015-07-21"
"A/swine/Ilinois/A02090378/2015|A_/_H3N2|unassigned|2015-07-28|HA|4|EPI_ISL_198207","1990.4.a","A/swine/Illinois/A02090378/2015|A_/_H3N2|1990.4.a|2015-07-28|HA|4|EPI_ISL_198207","Illinois","2015-07-28"
"A/swine/Illinois/A01502036/2014|A_/_H3N2|unassigned|2014-06-18|HA|4|EPI_ISL_168472","1990.4.a","A/swine/Illinois/A01502036/2014|A_/_H3N2|1990.4.a|2014-06-18|HA|4|EPI_ISL_168472","Illinois","2014-06-18"
"A/swine/Illinois/A01502060/2014|A_/_H3N2|unassigned|2014-06-18|HA|4|EPI_ISL_165242","1990.4.a","A/swine/Illinois/A01502060/2014|A_/_H3N2|1990.4.a|2014-06-18|HA|4|EPI_ISL_165242","Illinois","2014-06-18"
"A/swine/Illinois/A01501987/2014|A_/_H3N2|unassigned|2014-06-18|HA|4|EPI_ISL_165240","unassigned","A/swine/Illinois/A01501987/2014|A_/_H3N2|unassigned|2014-06-18|HA|4|EPI_ISL_165240","Illinois","2014-06-18"
"A/swine/Illinois/A01502049/2014|A_/_H3N2|unassigned|2014-06-18|HA|4|EPI_ISL_165241","unassigned","A/swine/Illinois/A01502049/2014|A_/_H3N2|unassigned|2014-06-18|HA|4|EPI_ISL_165241","Illinois","2014-06-18"
"A/swine/Illinois/A01502005/2014|A_/_H3N2|unassigned|2014-06-18|HA|4|EPI_ISL_165239","1990.4.a","A/swine/Illinois/A01502005/2014|A_/_H3N2|1990.4.a|2014-06-18|HA|4|EPI_ISL_165239","Illinois","2014-06-18"
"A/swine/Illinois/A01502053/2014|A_/_H3N2|unassigned|2014-06-18|HA|4|EPI_ISL_165243","1990.4.a","A/swine/Illinois/A01502053/2014|A_/_H3N2|1990.4.a|2014-06-18|HA|4|EPI_ISL_165243","Illinois","2014-06-18"
"A/swine/Illinois/A00843206/2014|A_/_H3N2|unassigned|2014-08-08|HA|4|EPI_ISL_167193","1990.4.a","A/swine/Illinois/A00843206/2014|A_/_H3N2|1990.4.a|2014-08-08|HA|4|EPI_ISL_167193","Illinois","2014-08-08"
"A/swine/Iowa/A01365015/2013|A_/_H3N2|unassigned|2013-09-25|HA|4|EPI_ISL_151905","1990.4.a","A/swine/Iowa/A01365015/2013|A_/_H3N2|1990.4.a|2013-09-25|HA|4|EPI_ISL_151905","Iowa","2013-09-25"
"A/swine/Minnesota/A01351603/2013|A_/_H3N2|unassigned|2013-07-11|HA|4|EPI_ISL_145936","1990.4.a","A/swine/Minnesota/A01351603/2013|A_/_H3N2|1990.4.a|2013-07-11|HA|4|EPI_ISL_145936","Minnesota","2013-07-11"
"A/swine/Minnesota/A01364816/2013|A_/_H3N2|unassigned|2013-09-13|HA|4|EPI_ISL_150517","1990.4.a","A/swine/Minnesota/A01364816/2013|A_/_H3N2|1990.4.a|2013-09-13|HA|4|EPI_ISL_150517","Minnesota","2013-09-13"
"A/swine/Illinois/A01478890/2015|A_/_H3N2|unassigned|2015-02-19|HA|4|EPI_ISL_177896","1990.4.a","A/swine/Illinois/A01478890/2015|A_/_H3N2|1990.4.a|2015-02-19|HA|4|EPI_ISL_177896","Illinois","2015-02-19"
"A/swine/Illinois/A01520758/2014|A_/_H3N2|unassigned|2014-10-14|HA|4|EPI_ISL_171108","1990.4.a","A/swine/Illinois/A01520758/2014|A_/_H3N2|1990.4.a|2014-10-14|HA|4|EPI_ISL_171108","Illinois","2014-10-14"
"A/swine/Illinois/A01944946/2015|A_/_H3N2|unassigned|2015-10-29|HA|4|EPI_ISL_205064","1990.4.a","A/swine/Illinois/A01944946/2015|A_/_H3N2|1990.4.a|2015-10-29|HA|4|EPI_ISL_205064","Illinois","2015-10-29"
"A/swine/Illinois/A01727528/2015|A_/_H3N2|unassigned|2015-12-11|HA|4|EPI_ISL_209371","1990.4.a","A/swine/Illinois/A01727528/2015|A_/_H3N2|1990.4.a|2015-12-11|HA|4|EPI_ISL_209371","Illinois","2015-12-11"
"A/swine/Illinois/A01895671/2016|A_/_H3N2|unassigned|2016-04-18|HA|4|EPI_ISL_222527","1990.4.a","A/swine/Illinois/A01895671/2016|A_/_H3N2|1990.4.a|2016-04-18|HA|4|EPI_ISL_222527","Illinois","2016-04-18"
"A/swine/Illinois/A01732588/2016|A_/_H3N2|unassigned|2016-02-25|HA|4|EPI_ISL_236803","1990.4.a","A/swine/Illinois/A01732588/2016|A_/_H3N2|1990.4.a|2016-02-25|HA|4|EPI_ISL_236803","Illinois","2016-02-25"
"A/swine/Illinois/A01820364/2015|A_/_H3N2|unassigned|2015-04-14|HA|4|EPI_ISL_188953","1990.4.a","A/swine/Illinois/A01820364/2015|A_/_H3N2|1990.4.a|2015-04-14|HA|4|EPI_ISL_188953","Illinois","2015-04-14"
"A/swine/Iowa/A02076179/2015|A_/_H3N2|unassigned|2015-04-07|HA|4|EPI_ISL_188931","1990.4.a","A/swine/Iowa/A02076179/2015|A_/_H3N2|1990.4.a|2015-04-07|HA|4|EPI_ISL_188931","Iowa","2015-04-07"
"A/swine/Iowa/A01476878/2014|A_/_H3N2|unassigned|2014-10-31|HA|4|EPI_ISL_181262","1990.4.a","A/swine/Iowa/A01476878/2014|A_/_H3N2|1990.4.a|2014-10-31|HA|4|EPI_ISL_181262","Iowa","2014-10-31"
"A/swine/Iowa/A01476877/2014|A_/_H3N2|unassigned|2014-10-29|HA|4|EPI_ISL_181264","1990.4.a","A/swine/Iowa/A01476877/2014|A_/_H3N2|1990.4.a|2014-10-29|HA|4|EPI_ISL_181264","Iowa","2014-10-29"
"A/swine/Iowa/13H081/2013|A_/_H3N2|unassigned|2013-08-28|HA|4|EPI_ISL_157607","1990.4.a","A/swine/Iowa/13H081/2013|A_/_H3N2|1990.4.a|2013-08-28|HA|4|EPI_ISL_157607","Iowa","2013-08-28"
"A/swine/Iowa/13H082/2013|A_/_H3N2|unassigned|2013-08-28|HA|4|EPI_ISL_157604","1990.4.a","A/swine/Iowa/13H082/2013|A_/_H3N2|1990.4.a|2013-08-28|HA|4|EPI_ISL_157604","Iowa","2013-08-28"
"A/swine/Iowa/13H068/2013|A_/_H3N2|unassigned|2013-08-28|HA|4|EPI_ISL_157608","unassigned","A/swine/Iowa/13H068/2013|A_/_H3N2|unassigned|2013-08-28|HA|4|EPI_ISL_157608","Iowa","2013-08-28"
"A/swine/Iowa/13H069/2013|A_/_H3N2|unassigned|2013-08-28|HA|4|EPI_ISL_153854","unassigned","A/swine/Iowa/13H069/2013|A_/_H3N2|unassigned|2013-08-28|HA|4|EPI_ISL_153854","Iowa","2013-08-28"
"A/swine/Iowa/13H094/2013|A_/_H3N2|unassigned|2013-08-28|HA|4|EPI_ISL_153852","unassigned","A/swine/Iowa/13H094/2013|A_/_H3N2|unassigned|2013-08-28|HA|4|EPI_ISL_153852","Iowa","2013-08-28"
"A/swine/Maryland/D0384/2013|A_/_H3N2|unassigned|2013-11-29|HA|4|EPI_ISL_207158","1990.4.a","A/swine/Maryland/D0384/2013|A_/_H3N2|1990.4.a|2013-11-29|HA|4|EPI_ISL_207158","Maryland","2013-11-29"
"A/swine/Illinois/A01476214/2014|A_/_H3N2|unassigned|2014-08-06|HA|4|EPI_ISL_166552","1990.4.a","A/swine/Illinois/A01476214/2014|A_/_H3N2|1990.4.a|2014-08-06|HA|4|EPI_ISL_166552","Illinois","2014-08-06"
"A/swine/Missouri/A01493970/2014|A_/_H3N2|unassigned|2014-04-03|HA|4|EPI_ISL_162333","1990.4.a","A/swine/Missouri/A01493970/2014|A_/_H3N2|1990.4.a|2014-04-03|HA|4|EPI_ISL_162333","Missouri","2014-04-03"
"A/swine/Missouri/A01493964/2014|A_/_H3N2|unassigned|2014-04-03|HA|4|EPI_ISL_162564","unassigned","A/swine/Missouri/A01493964/2014|A_/_H3N2|unassigned|2014-04-03|HA|4|EPI_ISL_162564","Missouri","2014-04-03"
"A/swine/Minnesota/A01392079/2013|A_/_H3N2|unassigned|2013-09-18|HA|4|EPI_ISL_151709","1990.4.a","A/swine/Minnesota/A01392079/2013|A_/_H3N2|1990.4.a|2013-09-18|HA|4|EPI_ISL_151709","Minnesota","2013-09-18"
"A/swine/Minnesota/A01394021/2013|A_/_H3N2|unassigned|2013-10-15|HA|4|EPI_ISL_151144","1990.4.a","A/swine/Minnesota/A01394021/2013|A_/_H3N2|1990.4.a|2013-10-15|HA|4|EPI_ISL_151144","Minnesota","2013-10-15"
"A/swine/Minnesota/A01394278/2013|A_/_H3N2|unassigned|2013-09-19|HA|4|EPI_ISL_150651","1990.4.a","A/swine/Minnesota/A01394278/2013|A_/_H3N2|1990.4.a|2013-09-19|HA|4|EPI_ISL_150651","Minnesota","2013-09-19"
"A/swine/Virginia/A01290329/2013|A_/_H3N2|unassigned|2013-08-01|HA|4|EPI_ISL_148312","1990.4.a","A/swine/Virginia/A01290329/2013|A_/_H3N2|1990.4.a|2013-08-01|HA|4|EPI_ISL_148312","Virginia","2013-08-01"
"A/swine/North_Carolina/A01442548/2012|A_/_H3N2|unassigned|2012-11-20|HA|4|EPI_ISL_134301","1990.4.a","A/swine/North Carolina/A01442548/2012|A_/_H3N2|1990.4.a|2012-11-20|HA|4|EPI_ISL_134301","North Carolina","2012-11-20"
"A/swine/North_Carolina/A01300820/2012|A_/_H3N2|unassigned|2012-07-19|HA|4|EPI_ISL_130143","1990.4.a","A/swine/North Carolina/A01300820/2012|A_/_H3N2|1990.4.a|2012-07-19|HA|4|EPI_ISL_130143","North Carolina","2012-07-19"
"A/swine/Michigan/A01259000/2012|A_/_H3N2|unassigned|2012-06-19|HA|4|EPI_ISL_128295","1990.4.a","A/swine/Michigan/A01259000/2012|A_/_H3N2|1990.4.a|2012-06-19|HA|4|EPI_ISL_128295","Michigan","2012-06-19"
"A/swine/Iowa/A01432886/2013|A_/_H3N2|unassigned|2013-07-01|HA|4|EPI_ISL_145752","1990.4.a","A/swine/Iowa/A01432886/2013|A_/_H3N2|1990.4.a|2013-07-01|HA|4|EPI_ISL_145752","Iowa","2013-07-01"
"A/swine/Illinois/A01327629/2012|A_/_H3N2|unassigned|2012-04-15|HA|4|EPI_ISL_130082","1990.4.a","A/swine/Illinois/A01327629/2012|A_/_H3N2|1990.4.a|2012-04-15|HA|4|EPI_ISL_130082","Illinois","2012-04-15"
"A/swine/Illinois/A01240908/2012|A_/_H3N2|unassigned|2012-01-03|HA|4|EPI_ISL_130184","1990.4.a","A/swine/Illinois/A01240908/2012|A_/_H3N2|1990.4.a|2012-01-03|HA|4|EPI_ISL_130184","Illinois","2012-01-03"
"A/swine/Illinois/A01327184/2012|A_/_H3N2|unassigned|2012-03-15|HA|4|EPI_ISL_130092","1990.4.a","A/swine/Illinois/A01327184/2012|A_/_H3N2|1990.4.a|2012-03-15|HA|4|EPI_ISL_130092","Illinois","2012-03-15"
"A/swine/Pennsylvania/A01477597/2014|A_/_H3N2|unassigned|2014-09-25|HA|4|EPI_ISL_167977","1990.4.a","A/swine/Pennsylvania/A01477597/2014|A_/_H3N2|1990.4.a|2014-09-25|HA|4|EPI_ISL_167977","Pennsylvania","2014-09-25"
"A/swine/Pennsylvania/A01432652/2013|A_/_H3N2|unassigned|2013-04-02|HA|4|EPI_ISL_142021","1990.4.a","A/swine/Pennsylvania/A01432652/2013|A_/_H3N2|1990.4.a|2013-04-02|HA|4|EPI_ISL_142021","Pennsylvania","2013-04-02"
"A/swine/Nebraska/A01565757/2014|A_/_H3N2|unassigned|2014-06-24|HA|4|EPI_ISL_167970","1990.4.a","A/swine/Nebraska/A01565757/2014|A_/_H3N2|1990.4.a|2014-06-24|HA|4|EPI_ISL_167970","Nebraska","2014-06-24"
"A/swine/Nebraska/A01509963/2014|A_/_H3N2|unassigned|2014-05-07|HA|4|EPI_ISL_165086","1990.4.a","A/swine/Nebraska/A01509963/2014|A_/_H3N2|1990.4.a|2014-05-07|HA|4|EPI_ISL_165086","Nebraska","2014-05-07"
"A/swine/Nebraska/A01493501/2014|A_/_H3N2|unassigned|2014-03-27|HA|4|EPI_ISL_162045","1990.4.a","A/swine/Nebraska/A01493501/2014|A_/_H3N2|1990.4.a|2014-03-27|HA|4|EPI_ISL_162045","Nebraska","2014-03-27"
"A/swine/Nebraska/A01493915/2014|A_/_H3N2|unassigned|2014-04-09|HA|4|EPI_ISL_162562","unassigned","A/swine/Nebraska/A01493915/2014|A_/_H3N2|unassigned|2014-04-09|HA|4|EPI_ISL_162562","Nebraska","2014-04-09"
"A/swine/Nebraska/A01409533/2013|A_/_H3N2|unassigned|2013-12-01|HA|4|EPI_ISL_155696","1990.4.a","A/swine/Nebraska/A01409533/2013|A_/_H3N2|1990.4.a|2013-12-01|HA|4|EPI_ISL_155696","Nebraska","2013-12-01"
"A/swine/Nebraska/A01409647/2013|A_/_H3N2|unassigned|2013-12-01|HA|4|EPI_ISL_155800","1990.4.a","A/swine/Nebraska/A01409647/2013|A_/_H3N2|1990.4.a|2013-12-01|HA|4|EPI_ISL_155800","Nebraska","2013-12-01"
"A/swine/Nebraska/4B-1113-P1/2013|A_/_H3N2|unassigned|2013-01-01|HA|4|EPI_ISL_16701460","1990.4.a","A/swine/Nebraska/4B-1113-P1/2013|A_/_H3N2|1990.4.a|2013-01-01|HA|4|EPI_ISL_16701460","Nebraska","2013-01-01"
"A/swine/Nebraska/4B-1113-P1/2013|A_/_H3N2|3C.3a|2013-02-01|HA|4|EPI_ISL_16891320","unassigned","A/swine/Nebraska/4B-1113-P1/2013|A_/_H3N2|3C.3a|2013-02-01|HA|4|EPI_ISL_16891320","Nebraska","2013-02-01"
"A/swine/Nebraska/A01394342/2013|A_/_H3N2|unassigned|2013-10-28|HA|4|EPI_ISL_151790","1990.4.a","A/swine/Nebraska/A01394342/2013|A_/_H3N2|1990.4.a|2013-10-28|HA|4|EPI_ISL_151790","Nebraska","2013-10-28"
"A/swine/South_Dakota/A01366063/2013|A_/_H3N2|unassigned|2013-11-29|HA|4|EPI_ISL_154325","unassigned","A/swine/South Dakota/A01366063/2013|A_/_H3N2|unassigned|2013-11-29|HA|4|EPI_ISL_154325","South Dakota","2013-11-29"
"A/swine/Nebraska/A01394567/2013|A_/_H3N2|unassigned|2013-10-31|HA|4|EPI_ISL_153864","1990.4.a","A/swine/Nebraska/A01394567/2013|A_/_H3N2|1990.4.a|2013-10-31|HA|4|EPI_ISL_153864","Nebraska","2013-10-31"
"A/swine/Nebraska/4D-0114-P29/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_16705252","1990.4.a","A/swine/Nebraska/4D-0114-P29/2014|A_/_H3N2|1990.4.a|2014-01-01|HA|4|EPI_ISL_16705252","Nebraska","2014-01-01"
"A/swine/Nebraska/4D-0114-P8/2014|A_/_H3N2|3C.3a|2014-02-01|HA|4|EPI_ISL_16891314","unassigned","A/swine/Nebraska/4D-0114-P8/2014|A_/_H3N2|3C.3a|2014-02-01|HA|4|EPI_ISL_16891314","Nebraska","2014-02-01"
"A/swine/Nebraska/4D-0114-P29/2014|A_/_H3N2|3C.3a|2014-02-01|HA|4|EPI_ISL_16891341","unassigned","A/swine/Nebraska/4D-0114-P29/2014|A_/_H3N2|3C.3a|2014-02-01|HA|4|EPI_ISL_16891341","Nebraska","2014-02-01"
"A/swine/Nebraska/4D-0114-P8/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_16703274","unassigned","A/swine/Nebraska/4D-0114-P8/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_16703274","Nebraska","2014-01-01"
"A/swine/Nebraska/4F-1113-P5/2013|A_/_H3N2|unassigned|2013-01-01|HA|4|EPI_ISL_16702404","1990.4.a","A/swine/Nebraska/4F-1113-P5/2013|A_/_H3N2|1990.4.a|2013-01-01|HA|4|EPI_ISL_16702404","Nebraska","2013-01-01"
"A/swine/Nebraska/4F-1113-P5/2013|A_/_H3N2|3C.3a|2013-02-01|HA|4|EPI_ISL_16891316","unassigned","A/swine/Nebraska/4F-1113-P5/2013|A_/_H3N2|3C.3a|2013-02-01|HA|4|EPI_ISL_16891316","Nebraska","2013-02-01"
"A/swine/Nebraska/4D-0114-P4/2014|A_/_H3N2|3C.3a|2014-02-01|HA|4|EPI_ISL_16891327","unassigned","A/swine/Nebraska/4D-0114-P4/2014|A_/_H3N2|3C.3a|2014-02-01|HA|4|EPI_ISL_16891327","Nebraska","2014-02-01"
"A/swine/Nebraska/4D-0114-P4/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_16702922","1990.4.a","A/swine/Nebraska/4D-0114-P4/2014|A_/_H3N2|1990.4.a|2014-01-01|HA|4|EPI_ISL_16702922","Nebraska","2014-01-01"
"A/swine/Nebraska/4D-0114-P1/2014|A_/_H3N2|3C.3a|2014-02-01|HA|4|EPI_ISL_16891351","unassigned","A/swine/Nebraska/4D-0114-P1/2014|A_/_H3N2|3C.3a|2014-02-01|HA|4|EPI_ISL_16891351","Nebraska","2014-02-01"
"A/swine/Nebraska/4D-0114-P1/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_16702842","1990.4.a","A/swine/Nebraska/4D-0114-P1/2014|A_/_H3N2|1990.4.a|2014-01-01|HA|4|EPI_ISL_16702842","Nebraska","2014-01-01"
"A/swine/Nebraska/4B-1113-P20/2013|A_/_H3N2|unassigned|2013-01-01|HA|4|EPI_ISL_16702403","1990.4.a","A/swine/Nebraska/4B-1113-P20/2013|A_/_H3N2|1990.4.a|2013-01-01|HA|4|EPI_ISL_16702403","Nebraska","2013-01-01"
"A/swine/Nebraska/4B-1113-P20/2013|A_/_H3N2|3C.3a|2013-02-01|HA|4|EPI_ISL_16891344","unassigned","A/swine/Nebraska/4B-1113-P20/2013|A_/_H3N2|3C.3a|2013-02-01|HA|4|EPI_ISL_16891344","Nebraska","2013-02-01"
"A/swine/Illinois/A01398587/2013|A_/_H3N2|unassigned|2013-08-07|HA|4|EPI_ISL_148320","1990.4.a","A/swine/Illinois/A01398587/2013|A_/_H3N2|1990.4.a|2013-08-07|HA|4|EPI_ISL_148320","Illinois","2013-08-07"
"A/swine/Nebraska/4C-0813-G20/2013|A_/_H3N2|unassigned|2013-01-01|HA|4|EPI_ISL_16700814","1990.4.a","A/swine/Nebraska/4C-0813-G20/2013|A_/_H3N2|1990.4.a|2013-01-01|HA|4|EPI_ISL_16700814","Nebraska","2013-01-01"
"A/swine/Nebraska/4C-0813-G20/2013|A_/_H3N2|3C.3a|2013-02-01|HA|4|EPI_ISL_16891365","unassigned","A/swine/Nebraska/4C-0813-G20/2013|A_/_H3N2|3C.3a|2013-02-01|HA|4|EPI_ISL_16891365","Nebraska","2013-02-01"
"A/swine/Minnesota/A01480518/2014|A_/_H3N2|unassigned|2014-03-11|HA|4|EPI_ISL_161335","1990.4.a","A/swine/Minnesota/A01480518/2014|A_/_H3N2|1990.4.a|2014-03-11|HA|4|EPI_ISL_161335","Minnesota","2014-03-11"
"A/swine/Minnesota/A01366992/2014|A_/_H3N2|unassigned|2014-02-05|HA|4|EPI_ISL_157615","1990.4.a","A/swine/Minnesota/A01366992/2014|A_/_H3N2|1990.4.a|2014-02-05|HA|4|EPI_ISL_157615","Minnesota","2014-02-05"
"A/swine/Illinois/A01411761/2014|A_/_H3N2|unassigned|2014-04-01|HA|4|EPI_ISL_162892","1990.4.a","A/swine/Illinois/A01411761/2014|A_/_H3N2|1990.4.a|2014-04-01|HA|4|EPI_ISL_162892","Illinois","2014-04-01"
"A/swine/Nebraska/A01501767/2014|A_/_H3N2|unassigned|2014-06-12|HA|4|EPI_ISL_165238","1990.4.a","A/swine/Nebraska/A01501767/2014|A_/_H3N2|1990.4.a|2014-06-12|HA|4|EPI_ISL_165238","Nebraska","2014-06-12"
"A/swine/Nebraska/A01489870/2014|A_/_H3N2|unassigned|2014-09-11|HA|4|EPI_ISL_177592","1990.4.a","A/swine/Nebraska/A01489870/2014|A_/_H3N2|1990.4.a|2014-09-11|HA|4|EPI_ISL_177592","Nebraska","2014-09-11"
"A/swine/Nebraska/A01489868/2014|A_/_H3N2|unassigned|2014-08-04|HA|4|EPI_ISL_177585","1990.4.a","A/swine/Nebraska/A01489868/2014|A_/_H3N2|1990.4.a|2014-08-04|HA|4|EPI_ISL_177585","Nebraska","2014-08-04"
